record_id_1,record_id_2,similarity_score
12990,15751,0.85
1712,2538,0.85
28593,29924,0.85
28593,32941,0.85
29924,32941,0.85
2626,17948,0.85
1391,31474,0.85
1595,3013,0.85
4991,5133,0.85
4991,19770,0.85
5133,19770,0.85
4755,16669,0.85
4755,33090,0.85
16669,33090,0.85
2139,10987,0.85
2139,30040,0.85
10987,30040,0.85
28032,32011,0.85
4609,9429,0.85
15492,17096,0.85
7808,30759,0.85
7808,32067,0.85
30759,32067,0.85
4063,29531,0.85
3255,5428,0.85
3255,5446,0.85
5428,5446,0.85
10779,14172,0.85
9949,13338,0.85
9949,18206,0.85
13338,18206,0.85
2697,17623,0.85
1262,10482,0.85
1262,27724,0.85
10482,27724,0.85
547,1947,0.85
547,5508,0.85
1947,5508,0.85
1082,15160,0.85
1082,25265,0.85
13764,16806,0.85
13764,28491,0.85
15160,25265,0.85
16806,28491,0.85
18677,20602,0.85
10842,13121,0.85
1113,6433,0.85
1113,22752,0.85
6433,22752,0.85
7478,25935,0.85
7930,26112,0.85
2134,29319,0.85
11611,19952,0.85
11611,24620,0.85
19952,24620,0.85
2231,2471,0.85
11777,11824,0.85
3132,20457,0.85
3132,21646,0.85
20457,21646,0.85
15079,33129,0.85
2127,28562,0.85
2127,28611,0.85
28562,28611,0.85
537,1979,0.85
537,23604,0.85
1979,23604,0.85
16937,17461,0.85
16937,22465,0.85
17461,22465,0.85
2920,12643,0.85
15993,21266,0.85
19280,22058,0.85
19280,26955,0.85
22058,26955,0.85
11624,32555,0.85
15946,25759,0.85
15946,26548,0.85
20206,29720,0.85
25759,26548,0.85
1855,7935,0.85
1855,9270,0.85
7935,9270,0.85
629,14316,0.85
629,16178,0.85
14316,16178,0.85
8978,13640,0.85
8978,19206,0.85
13640,19206,0.85
7972,14463,0.85
3338,19201,0.85
3669,7599,0.85
16400,21179,0.85
16400,24623,0.85
21179,24623,0.85
28150,29034,0.85
8230,8536,0.85
8230,17552,0.85
8536,17552,0.85
10630,13103,0.85
10630,30539,0.85
13103,30539,0.85
1713,26218,0.85
12969,16508,0.85
9997,10864,0.85
7231,15645,0.85
18929,24395,0.85
18929,32374,0.85
24395,32374,0.85
19820,23044,0.85
1771,19261,0.85
10325,14556,0.85
10325,32339,0.85
14556,32339,0.85
2761,9530,0.85
2761,32938,0.85
4037,11532,0.85
4037,27201,0.85
9530,32938,0.85
11532,27201,0.85
13541,18532,0.85
14059,20412,0.85
3444,11227,0.85
3444,12559,0.85
3444,22786,0.85
3915,30069,0.85
11227,12559,0.85
11227,22786,0.85
12559,22786,0.85
4419,24878,0.85
4419,32265,0.85
24878,32265,0.85
9237,11273,0.85
24849,28550,0.85
16529,18731,0.85
3300,29185,0.85
6262,7655,0.85
6262,20367,0.85
7655,20367,0.85
11304,13496,0.85
11304,16964,0.85
13496,16964,0.85
9538,10223,0.85
9538,27364,0.85
10223,27364,0.85
12660,21508,0.85
235,29101,0.85
2765,8139,0.85
2765,13497,0.85
8139,13497,0.85
4901,14639,0.85
5608,22902,0.85
12044,13386,0.85
2074,18324,0.85
2074,31065,0.85
18324,31065,0.85
14637,15548,0.85
7001,32536,0.85
15825,30756,0.85
10256,12561,0.85
10256,21458,0.85
10256,32327,0.85
12561,21458,0.85
12561,32327,0.85
21458,32327,0.85
14339,19718,0.85
14339,28529,0.85
19718,28529,0.85
12921,24447,0.85
20982,22746,0.85
20982,23287,0.85
22746,23287,0.85
6868,14595,0.85
6868,26514,0.85
14595,26514,0.85
14949,23954,0.85
5774,7401,0.85
657,8025,0.85
657,8082,0.85
657,17806,0.85
657,30582,0.85
8025,8082,0.85
8025,17806,0.85
8025,30582,0.85
8082,17806,0.85
8082,30582,0.85
17806,30582,0.85
10004,22318,0.85
10004,23970,0.85
22318,23970,0.85
15308,32915,0.85
1404,17373,0.85
1404,29107,0.85
17373,29107,0.85
737,11493,0.85
302,9434,0.85
2461,7144,0.85
2461,8380,0.85
7021,13976,0.85
7144,8380,0.85
11622,26484,0.85
16375,30098,0.85
10366,25430,0.85
10366,32273,0.85
25430,32273,0.85
880,3281,0.85
880,11941,0.85
880,26245,0.85
3281,11941,0.85
3281,26245,0.85
11941,26245,0.85
25407,32179,0.85
6750,22571,0.85
440,1528,0.85
2701,12339,0.85
2701,33418,0.85
12339,33418,0.85
3191,9508,0.85
7670,22862,0.85
1284,31108,0.85
11735,14378,0.85
11735,15959,0.85
11735,20731,0.85
13577,22083,0.85
14378,15959,0.85
14378,20731,0.85
15959,20731,0.85
7890,15373,0.85
24984,31661,0.85
20534,21527,0.85
10766,31366,0.85
10060,18661,0.85
10060,20009,0.85
18661,20009,0.85
25156,30419,0.85
4931,31809,0.85
3044,29672,0.85
3044,31799,0.85
29672,31799,0.85
13234,22837,0.85
22047,22182,0.85
19589,24826,0.85
7802,9342,0.85
4351,6453,0.85
4351,17082,0.85
6453,17082,0.85
11239,16125,0.85
11275,19040,0.85
9146,16335,0.85
9146,21797,0.85
16335,21797,0.85
849,1451,0.85
849,20548,0.85
1451,20548,0.85
2419,27479,0.85
51,11397,0.85
51,12733,0.85
51,14400,0.85
497,7729,0.85
11397,12733,0.85
11397,14400,0.85
12733,14400,0.85
19592,22999,0.85
19592,27736,0.85
22999,27736,0.85
26609,27831,0.85
17858,24185,0.85
2368,6931,0.85
2148,26859,0.85
1848,12127,0.85
1848,12781,0.85
1848,13537,0.85
12127,12781,0.85
12127,13537,0.85
12781,13537,0.85
2738,7870,0.85
2738,31991,0.85
7870,31991,0.85
7290,25690,0.85
6409,11835,0.85
13007,14027,0.85
13007,32193,0.85
14027,32193,0.85
8018,21381,0.85
1412,7545,0.85
1412,30166,0.85
7545,30166,0.85
12796,22064,0.85
12796,27731,0.85
22064,27731,0.85
23750,25092,0.85
1674,9189,0.85
1674,19749,0.85
9189,19749,0.85
28480,28907,0.85
2678,9615,0.85
2942,4509,0.85
5731,17389,0.85
4390,32435,0.85
5643,28532,0.85
17261,28778,0.85
9625,14786,0.85
12638,16557,0.85
12638,25278,0.85
16557,25278,0.85
3467,28964,0.85
4552,32773,0.85
13267,28977,0.85
17924,23424,0.85
17924,25754,0.85
18097,24295,0.85
23424,25754,0.85
3632,5591,0.85
3632,5686,0.85
5591,5686,0.85
3286,6964,0.85
6524,19293,0.85
6524,22074,0.85
11883,13950,0.85
11883,23093,0.85
13950,23093,0.85
18978,21298,0.85
19293,22074,0.85
20041,26784,0.85
15317,20994,0.85
22644,25865,0.85
29763,33202,0.85
1270,27523,0.85
1243,16271,0.85
1243,27742,0.85
16271,27742,0.85
4773,13604,0.85
4773,28375,0.85
4773,29095,0.85
13604,28375,0.85
13604,29095,0.85
28375,29095,0.85
1194,31256,0.85
19369,29165,0.85
3370,28200,0.85
520,941,0.85
2514,16362,0.85
6560,26995,0.85
10377,27396,0.85
10377,28206,0.85
10377,31082,0.85
27396,28206,0.85
27396,31082,0.85
28206,31082,0.85
10287,16636,0.85
10287,27621,0.85
16636,27621,0.85
26173,26194,0.85
115,4335,0.85
115,24757,0.85
4335,24757,0.85
5305,9219,0.85
6936,29371,0.85
9952,17809,0.85
11823,31005,0.85
15273,23243,0.85
15273,27301,0.85
3071,18768,0.85
21542,28780,0.85
21653,23477,0.85
9920,11911,0.85
9920,21812,0.85
11911,21812,0.85
4318,30657,0.85
8147,26560,0.85
9944,10449,0.85
9944,15328,0.85
10449,15328,0.85
3315,15082,0.85
5008,5814,0.85
5008,9177,0.85
5814,9177,0.85
1901,4329,0.85
1901,6578,0.85
4329,6578,0.85
10245,15594,0.85
6763,29532,0.85
22539,30340,0.85
23356,24269,0.85
26531,31026,0.85
1449,6156,0.85
1449,10505,0.85
6156,10505,0.85
7371,22439,0.85
12892,21531,0.85
12892,26100,0.85
19240,21413,0.85
19240,21762,0.85
21413,21762,0.85
21531,26100,0.85
16316,28360,0.85
14396,29580,0.85
22170,33377,0.85
690,2015,0.85
22183,23669,0.85
15103,19305,0.85
15103,22519,0.85
19305,22519,0.85
7107,7333,0.85
7107,29927,0.85
7333,29927,0.85
22018,22482,0.85
27910,29010,0.85
4680,10979,0.85
4680,32362,0.85
4873,26621,0.85
10979,32362,0.85
531,20273,0.85
8440,31381,0.85
34,5015,0.85
34,17173,0.85
5015,17173,0.85
9377,22180,0.85
483,4828,0.85
483,8849,0.85
4828,8849,0.85
1447,17200,0.85
1447,22844,0.85
4884,17381,0.85
4884,26551,0.85
4884,28123,0.85
10026,14833,0.85
13574,23783,0.85
17200,22844,0.85
17381,26551,0.85
17381,28123,0.85
26551,28123,0.85
2099,3981,0.85
2099,9902,0.85
3981,9902,0.85
384,12756,0.85
384,30589,0.85
12756,30589,0.85
5260,9035,0.85
615,3110,0.85
1710,29745,0.85
9808,30996,0.85
10933,23354,0.85
1959,15538,0.85
1959,18468,0.85
6363,30757,0.85
18976,32676,0.85
1318,28870,0.85
5026,5727,0.85
5026,19696,0.85
5727,19696,0.85
15534,17625,0.85
6492,18448,0.85
6492,28279,0.85
18448,28279,0.85
873,24353,0.85
3228,12332,0.85
3228,21265,0.85
3228,23325,0.85
3228,24591,0.85
4582,6356,0.85
6236,12412,0.85
6236,19136,0.85
12332,21265,0.85
12332,23325,0.85
12332,24591,0.85
12412,19136,0.85
13019,22331,0.85
13019,24734,0.85
21265,23325,0.85
21265,24591,0.85
22331,24734,0.85
23325,24591,0.85
9389,17721,0.85
3239,13489,0.85
3239,13561,0.85
13489,13561,0.85
20528,31364,0.85
20528,32970,0.85
31364,32970,0.85
14234,26281,0.85
12298,30563,0.85
6963,21414,0.85
5473,19694,0.85
13727,16954,0.85
21074,23447,0.85
7542,8763,0.85
7542,27592,0.85
8763,27592,0.85
5639,25001,0.85
24632,28686,0.85
12695,13454,0.85
22496,32217,0.85
4967,8234,0.85
4967,17456,0.85
8234,17456,0.85
11877,24147,0.85
8552,16599,0.85
8552,19753,0.85
8552,31073,0.85
16599,19753,0.85
16599,31073,0.85
19753,31073,0.85
30167,31337,0.85
10440,12228,0.85
10440,14489,0.85
12228,14489,0.85
2496,29816,0.85
2496,30011,0.85
15456,23973,0.85
29816,30011,0.85
25687,32703,0.85
20698,21740,0.85
5576,8217,0.85
10217,16622,0.85
10667,30169,0.85
10667,32568,0.85
30169,32568,0.85
10165,17327,0.85
15591,22316,0.85
21218,21428,0.85
21218,23085,0.85
21428,23085,0.85
1936,28058,0.85
5708,30934,0.85
16438,16705,0.85
28400,30139,0.85
13079,31563,0.85
13079,31890,0.85
31563,31890,0.85
3079,12672,0.85
3079,13862,0.85
3079,22394,0.85
12672,13862,0.85
12672,22394,0.85
13862,22394,0.85
747,4139,0.85
747,17635,0.85
4139,17635,0.85
11169,21927,0.85
16081,22232,0.85
21297,32406,0.85
5622,33282,0.85
6915,31910,0.85
17222,19097,0.85
17222,30777,0.85
19097,30777,0.85
11152,22199,0.85
17914,20756,0.85
4437,17861,0.85
17199,24031,0.85
8577,31918,0.85
1790,25194,0.85
15076,30679,0.85
1838,3429,0.85
5351,11687,0.85
7742,9910,0.85
26427,27038,0.85
1572,6230,0.85
1572,7774,0.85
6230,7774,0.85
28543,30096,0.85
28543,30846,0.85
30096,30846,0.85
19294,23896,0.85
4474,31858,0.85
24748,27728,0.85
24748,33317,0.85
27728,33317,0.85
1924,12870,0.85
3481,13395,0.85
4023,10200,0.85
5340,17602,0.85
8603,21031,0.85
8603,31273,0.85
15886,23680,0.85
21031,31273,0.85
12762,24034,0.85
10924,13109,0.85
10924,17074,0.85
13109,17074,0.85
1274,13356,0.85
10529,14664,0.85
10529,21194,0.85
14664,21194,0.85
13787,14702,0.85
13787,27452,0.85
13787,32473,0.85
14702,27452,0.85
14702,32473,0.85
27452,32473,0.85
4229,15440,0.85
4229,18518,0.85
15440,18518,0.85
11219,25024,0.85
17268,33324,0.85
1562,1823,0.85
7866,15123,0.85
7866,25344,0.85
15123,25344,0.85
7048,16279,0.85
7048,26754,0.85
16279,26754,0.85
19513,23298,0.85
2903,11099,0.85
2903,23882,0.85
2903,26980,0.85
11099,23882,0.85
11099,26980,0.85
23882,26980,0.85
1254,11413,0.85
1254,32388,0.85
1323,21177,0.85
10312,30029,0.85
11413,32388,0.85
5633,19019,0.85
5633,23052,0.85
19019,23052,0.85
57,32075,0.85
17628,19924,0.85
17628,29045,0.85
19924,29045,0.85
4921,7754,0.85
4921,15291,0.85
7754,15291,0.85
11822,19893,0.85
5700,21628,0.85
207,13975,0.85
1800,31459,0.85
15416,20181,0.85
15416,31370,0.85
20181,31370,0.85
3040,32615,0.85
2039,33265,0.85
2465,15469,0.85
2465,22778,0.85
4917,15184,0.85
15469,22778,0.85
6969,18622,0.85
6969,19109,0.85
18622,19109,0.85
2254,12330,0.85
17781,24419,0.85
21270,22474,0.85
21270,25847,0.85
22474,25847,0.85
1394,5713,0.85
1394,25349,0.85
5713,25349,0.85
17768,23884,0.85
22693,28643,0.85
2706,30143,0.85
12065,33298,0.85
8081,13977,0.85
9168,18008,0.85
12867,32780,0.85
470,3504,0.85
470,30910,0.85
3504,30910,0.85
20385,21599,0.85
20385,26151,0.85
21599,26151,0.85
9345,23547,0.85
1526,26368,0.85
8527,9698,0.85
8527,29176,0.85
9698,29176,0.85
29620,32188,0.85
6335,29610,0.85
7328,14160,0.85
7328,22284,0.85
12809,16326,0.85
14160,22284,0.85
14893,32822,0.85
7923,20416,0.85
14915,26652,0.85
4544,5320,0.85
5850,24094,0.85
5850,26802,0.85
24094,26802,0.85
4183,25431,0.85
4183,26677,0.85
25431,26677,0.85
13932,31970,0.85
10391,14471,0.85
10391,28218,0.85
13920,28387,0.85
14471,28218,0.85
25978,30799,0.85
18009,26215,0.85
738,12965,0.85
738,25075,0.85
738,27419,0.85
3465,26887,0.85
3465,29435,0.85
12965,25075,0.85
12965,27419,0.85
25075,27419,0.85
26887,29435,0.85
5128,12133,0.85
5128,14356,0.85
5345,10258,0.85
5345,25964,0.85
10258,25964,0.85
12133,14356,0.85
13855,15267,0.85
6121,26830,0.85
6121,29987,0.85
26830,29987,0.85
11170,31133,0.85
13405,17527,0.85
20774,24032,0.85
11396,23936,0.85
11396,24123,0.85
23936,24123,0.85
13271,27260,0.85
14302,24801,0.85
15687,27797,0.85
15687,29966,0.85
27797,29966,0.85
48,7168,0.85
6330,19762,0.85
6330,28604,0.85
11959,13620,0.85
19762,28604,0.85
26437,27863,0.85
26437,29523,0.85
27863,29523,0.85
12613,17015,0.85
12613,17133,0.85
17015,17133,0.85
17662,20263,0.85
17662,26687,0.85
20263,26687,0.85
9170,32810,0.85
3756,31568,0.85
3756,32475,0.85
31568,32475,0.85
13737,20645,0.85
4923,30420,0.85
5477,20571,0.85
18316,30494,0.85
8334,11112,0.85
8334,18952,0.85
11112,18952,0.85
1144,21860,0.85
1144,25843,0.85
21860,25843,0.85
7997,15796,0.85
7997,21695,0.85
15796,21695,0.85
6543,16769,0.85
6543,25781,0.85
16293,26720,0.85
16769,25781,0.85
622,29957,0.85
7760,28296,0.85
143,10939,0.85
143,12822,0.85
10939,12822,0.85
16028,23521,0.85
16207,20437,0.85
16207,24045,0.85
20437,24045,0.85
15839,29807,0.85
16734,31361,0.85
161,26222,0.85
2592,12296,0.85
2592,17045,0.85
2592,32310,0.85
3179,14000,0.85
3179,16909,0.85
7940,20832,0.85
12296,17045,0.85
12296,32310,0.85
14000,16909,0.85
17045,32310,0.85
4998,7376,0.85
4998,14750,0.85
7376,14750,0.85
13048,27460,0.85
7690,11111,0.85
7690,26581,0.85
7690,27361,0.85
8499,23278,0.85
11111,26581,0.85
11111,27361,0.85
19070,25953,0.85
20522,24779,0.85
26581,27361,0.85
5914,12546,0.85
5914,27568,0.85
6583,20760,0.85
12546,27568,0.85
10252,18780,0.85
13917,15138,0.85
3197,28014,0.85
3197,33322,0.85
7833,23955,0.85
7833,28616,0.85
23955,28616,0.85
28014,33322,0.85
1481,9619,0.85
1481,33186,0.85
9619,33186,0.85
12249,25502,0.85
15877,22189,0.85
2621,28641,0.85
4510,5617,0.85
4510,26501,0.85
4903,12665,0.85
5617,26501,0.85
11276,26469,0.85
4587,10534,0.85
1788,19567,0.85
310,2979,0.85
3717,23475,0.85
3717,26136,0.85
23475,26136,0.85
13492,20910,0.85
7279,29712,0.85
16618,25653,0.85
784,29042,0.85
4372,29484,0.85
20763,20891,0.85
10822,11689,0.85
15038,29046,0.85
6400,17349,0.85
6400,26901,0.85
17349,26901,0.85
2901,8566,0.85
28827,30618,0.85
229,18284,0.85
1808,18565,0.85
1808,32743,0.85
7831,15918,0.85
18565,32743,0.85
5138,8233,0.85
5138,20635,0.85
8233,20635,0.85
18496,24018,0.85
812,1903,0.85
812,2925,0.85
812,22137,0.85
1903,2925,0.85
1903,22137,0.85
2925,22137,0.85
4722,20311,0.85
29539,29550,0.85
1204,15454,0.85
1204,25402,0.85
15454,25402,0.85
2330,21981,0.85
2593,4170,0.85
3590,30744,0.85
6273,7379,0.85
6273,23980,0.85
7379,23980,0.85
8167,14430,0.85
8167,33341,0.85
14430,33341,0.85
14456,31234,0.85
5945,12800,0.85
1803,3910,0.85
1803,22767,0.85
3910,22767,0.85
22358,25473,0.85
22358,28149,0.85
25473,28149,0.85
8078,9831,0.85
182,12050,0.85
182,32549,0.85
12050,32549,0.85
7275,13367,0.85
9062,16052,0.85
9062,21970,0.85
16052,21970,0.85
6324,29441,0.85
14741,21464,0.85
12224,22271,0.85
12224,22832,0.85
22271,22832,0.85
16155,17050,0.85
16155,31768,0.85
17050,31768,0.85
12513,28945,0.85
12513,31951,0.85
28945,31951,0.85
251,3556,0.85
25184,27251,0.85
1068,13172,0.85
1068,15846,0.85
13172,15846,0.85
6829,26234,0.85
6829,28366,0.85
26234,28366,0.85
15733,19600,0.85
17337,30564,0.85
16351,20724,0.85
1593,33064,0.85
19244,33433,0.85
14759,29608,0.85
14759,30593,0.85
29608,30593,0.85
1361,9500,0.85
1361,28795,0.85
9500,28795,0.85
23165,26806,0.85
23165,32840,0.85
26806,32840,0.85
842,9892,0.85
842,20317,0.85
9892,20317,0.85
8474,19360,0.85
2601,14322,0.85
12364,17421,0.85
12364,20718,0.85
14066,16098,0.85
17421,20718,0.85
21972,25716,0.85
1418,20122,0.85
15152,26615,0.85
4676,5923,0.85
4676,32816,0.85
5923,32816,0.85
12451,25058,0.85
9786,14297,0.85
11119,29382,0.85
17002,31692,0.85
17192,18865,0.85
17192,30624,0.85
25852,30056,0.85
15853,22436,0.85
13820,15938,0.85
582,11797,0.85
582,16363,0.85
9684,12810,0.85
9684,15663,0.85
11797,16363,0.85
12810,15663,0.85
16143,20729,0.85
15515,20006,0.85
15515,26407,0.85
20006,26407,0.85
29922,30802,0.85
18790,26287,0.85
2091,16486,0.85
2091,24799,0.85
16486,24799,0.85
8903,11948,0.85
17190,24466,0.85
17190,27115,0.85
24466,27115,0.85
13165,27435,0.85
13165,28665,0.85
27435,28665,0.85
5955,15118,0.85
15535,25521,0.85
15535,25629,0.85
25521,25629,0.85
17181,26840,0.85
3138,4044,0.85
2830,12994,0.85
2830,32261,0.85
12994,32261,0.85
1359,1594,0.85
1359,10582,0.85
1594,10582,0.85
2388,17434,0.85
21517,29658,0.85
7322,16573,0.85
7322,29517,0.85
16573,29517,0.85
12640,22234,0.85
15698,18500,0.85
15698,19401,0.85
18500,19401,0.85
12504,26338,0.85
12504,28938,0.85
26338,28938,0.85
5742,19275,0.85
5742,30969,0.85
19275,30969,0.85
6154,8896,0.85
6154,33365,0.85
8896,33365,0.85
12931,13080,0.85
13555,29110,0.85
25067,28382,0.85
1955,27996,0.85
7173,11780,0.85
7173,17151,0.85
11780,17151,0.85
4896,12908,0.85
4896,24658,0.85
12908,24658,0.85
1077,4573,0.85
12181,14953,0.85
12181,33236,0.85
12815,15286,0.85
12815,32101,0.85
14953,33236,0.85
15286,32101,0.85
18828,20104,0.85
18828,25894,0.85
20104,25894,0.85
9032,22520,0.85
9032,31091,0.85
22520,31091,0.85
5080,15465,0.85
5080,15683,0.85
15465,15683,0.85
23861,27344,0.85
23861,28596,0.85
27344,28596,0.85
6810,17816,0.85
7140,25493,0.85
22188,25758,0.85
200,8357,0.85
6838,26737,0.85
11892,12403,0.85
11892,17271,0.85
12403,17271,0.85
8344,22441,0.85
8344,28536,0.85
22441,28536,0.85
4603,15504,0.85
4603,28343,0.85
9145,12303,0.85
15504,28343,0.85
6333,14275,0.85
6333,28666,0.85
10220,33371,0.85
14275,28666,0.85
15898,22009,0.85
830,21720,0.85
1817,6342,0.85
1817,32806,0.85
6342,32806,0.85
9687,27400,0.85
17025,23352,0.85
12910,29364,0.85
7193,8172,0.85
9835,12706,0.85
681,12116,0.85
681,25238,0.85
12116,25238,0.85
7851,21605,0.85
2178,5530,0.85
2178,8624,0.85
5530,8624,0.85
6914,9267,0.85
24151,30185,0.85
4760,11372,0.85
997,10122,0.85
997,26431,0.85
10122,26431,0.85
11301,20247,0.85
11301,29366,0.85
20247,29366,0.85
4233,16172,0.85
4233,31444,0.85
14543,16002,0.85
16172,31444,0.85
19361,31261,0.85
1960,30972,0.85
11140,22938,0.85
2547,16878,0.85
2547,18237,0.85
16878,18237,0.85
12641,27335,0.85
5688,26748,0.85
8415,31379,0.85
6284,7262,0.85
14108,30047,0.85
6538,22114,0.85
8751,25650,0.85
12292,18920,0.85
15175,15197,0.85
18844,25751,0.85
10797,16602,0.85
10797,16787,0.85
16602,16787,0.85
393,25519,0.85
13348,17844,0.85
11887,13430,0.85
3899,8169,0.85
6078,27992,0.85
14097,32781,0.85
23646,30605,0.85
17517,23800,0.85
17517,31560,0.85
23800,31560,0.85
6571,26388,0.85
16180,17673,0.85
9803,10775,0.85
9685,22901,0.85
9685,30461,0.85
22901,30461,0.85
4540,18636,0.85
4867,24861,0.85
5705,19864,0.85
12410,28781,0.85
14103,26572,0.85
12799,29129,0.85
455,4272,0.85
9388,21408,0.85
9388,30194,0.85
21408,30194,0.85
2302,21536,0.85
2302,26815,0.85
21536,26815,0.85
12664,19788,0.85
12664,24056,0.85
19788,24056,0.85
7158,33215,0.85
24476,27437,0.85
29602,31245,0.85
10233,23831,0.85
727,1298,0.85
727,17616,0.85
1298,17616,0.85
573,29359,0.85
2911,16717,0.85
11054,25155,0.85
575,23214,0.85
3235,4154,0.85
10771,21632,0.85
4398,12040,0.85
4398,19357,0.85
12040,19357,0.85
843,6103,0.85
843,10189,0.85
6103,10189,0.85
3207,5565,0.85
10131,22450,0.85
10131,31062,0.85
22450,31062,0.85
14185,21035,0.85
14185,32497,0.85
21035,32497,0.85
10274,15910,0.85
10274,23182,0.85
15910,23182,0.85
13261,26360,0.85
4073,16010,0.85
4073,21141,0.85
4073,23682,0.85
13339,13462,0.85
16010,21141,0.85
16010,23682,0.85
21141,23682,0.85
21626,28699,0.85
4116,20850,0.85
4116,29650,0.85
7573,10277,0.85
7573,23967,0.85
10277,23967,0.85
20850,29650,0.85
3194,32141,0.85
9621,15564,0.85
9621,16314,0.85
15564,16314,0.85
16274,20368,0.85
19350,30681,0.85
7327,20863,0.85
8119,18852,0.85
8119,28030,0.85
18852,28030,0.85
26203,31788,0.85
8416,24558,0.85
8416,30413,0.85
24558,30413,0.85
8153,19312,0.85
10522,17176,0.85
7354,19920,0.85
7354,33136,0.85
19920,33136,0.85
14299,19711,0.85
530,23465,0.85
530,32196,0.85
23465,32196,0.85
19219,26571,0.85
20921,22703,0.85
20921,23633,0.85
22703,23633,0.85
26877,30854,0.85
21252,30658,0.85
4664,24280,0.85
12653,22252,0.85
12653,32214,0.85
22252,32214,0.85
9733,21433,0.85
9733,22951,0.85
13828,30566,0.85
21433,22951,0.85
5650,16503,0.85
5650,27014,0.85
16503,27014,0.85
1476,32375,0.85
22269,28442,0.85
12955,30117,0.85
15711,17867,0.85
15711,18755,0.85
17867,18755,0.85
17567,18314,0.85
8395,27644,0.85
2209,8787,0.85
12851,17918,0.85
25920,28734,0.85
7156,22125,0.85
7156,32237,0.85
22125,32237,0.85
9657,22222,0.85
975,13473,0.85
2382,9400,0.85
2382,27917,0.85
9400,27917,0.85
4981,7415,0.85
12048,14439,0.85
12048,24257,0.85
14439,24257,0.85
8995,16619,0.85
13734,23017,0.85
2362,20637,0.85
2817,7835,0.85
2755,7929,0.85
2755,14448,0.85
7929,14448,0.85
15367,32127,0.85
11023,32212,0.85
11023,32285,0.85
32212,32285,0.85
16365,28844,0.85
10764,28723,0.85
15845,19506,0.85
15845,20435,0.85
15845,23406,0.85
19506,20435,0.85
19506,23406,0.85
20435,23406,0.85
4150,28963,0.85
4150,33138,0.85
8716,29945,0.85
8716,31893,0.85
28963,33138,0.85
29945,31893,0.85
12146,12684,0.85
9973,13739,0.85
9973,27392,0.85
9973,30709,0.85
13739,27392,0.85
13739,30709,0.85
27392,30709,0.85
5396,21287,0.85
8163,18036,0.85
18251,18536,0.85
18805,23585,0.85
2449,3099,0.85
2449,24772,0.85
3099,24772,0.85
4672,16238,0.85
4672,19742,0.85
16238,19742,0.85
12714,29877,0.85
4304,8145,0.85
11935,22991,0.85
11935,23103,0.85
22991,23103,0.85
1625,12644,0.85
4831,5214,0.85
5564,27686,0.85
16119,33201,0.85
18625,23859,0.85
14881,19073,0.85
17130,21773,0.85
17130,24576,0.85
17130,25823,0.85
21773,24576,0.85
21773,25823,0.85
24576,25823,0.85
13065,18252,0.85
13065,25984,0.85
18252,25984,0.85
12596,16109,0.85
13491,20072,0.85
5110,8714,0.85
23894,30676,0.85
11057,11952,0.85
11057,15215,0.85
11057,18727,0.85
11952,15215,0.85
11952,18727,0.85
15215,18727,0.85
3599,13417,0.85
3599,18921,0.85
4830,10309,0.85
4830,25736,0.85
10161,33016,0.85
10309,25736,0.85
13417,18921,0.85
4195,6501,0.85
4195,16665,0.85
4195,32971,0.85
6501,16665,0.85
6501,32971,0.85
16665,32971,0.85
9979,12553,0.85
13388,14774,0.85
4450,10498,0.85
4450,31264,0.85
10498,31264,0.85
4536,13668,0.85
9730,24064,0.85
12939,14079,0.85
16907,24662,0.85
3352,5263,0.85
3352,9857,0.85
5263,9857,0.85
123,7903,0.85
2707,15832,0.85
2707,24057,0.85
3787,10105,0.85
3787,10360,0.85
5118,32411,0.85
10105,10360,0.85
15832,24057,0.85
31161,32951,0.85
9653,23997,0.85
15672,16936,0.85
15672,28002,0.85
16936,28002,0.85
9529,11087,0.85
9529,12588,0.85
11087,12588,0.85
3736,5259,0.85
5259,27058,0.85
7159,8619,0.85
7159,12703,0.85
8619,12703,0.85
12958,20440,0.85
12958,24641,0.85
20440,24641,0.85
5717,23822,0.85
5717,27036,0.85
23822,27036,0.85
22404,26863,0.85
22404,29560,0.85
26863,29560,0.85
1583,13742,0.85
1583,20911,0.85
7309,21005,0.85
13742,20911,0.85
27158,32564,0.85
18593,18973,0.85
18605,19123,0.85
18605,29499,0.85
19123,29499,0.85
6734,9034,0.85
6734,24124,0.85
9034,24124,0.85
17535,20499,0.85
14227,20695,0.85
10544,18419,0.85
10544,19475,0.85
18419,19475,0.85
9714,13991,0.85
9714,33233,0.85
13991,33233,0.85
4075,28358,0.85
13895,28996,0.85
17296,30637,0.85
18871,28208,0.85
7869,12811,0.85
7869,24913,0.85
12811,24913,0.85
24386,26102,0.85
5579,25731,0.85
8796,20723,0.85
8796,24424,0.85
20723,24424,0.85
25597,27144,0.85
25597,27559,0.85
27144,27559,0.85
24502,29253,0.85
23395,30768,0.85
5150,32626,0.85
6073,17243,0.85
6073,23494,0.85
17243,23494,0.85
20547,23681,0.85
2988,15200,0.85
5712,24695,0.85
5712,27304,0.85
5712,30997,0.85
6630,18290,0.85
6630,18711,0.85
16874,29726,0.85
17740,24180,0.85
18290,18711,0.85
20026,23962,0.85
24695,27304,0.85
24695,30997,0.85
27304,30997,0.85
11728,14444,0.85
11728,18887,0.85
