record_id_1,record_id_2,similarity_score
27635,27865,0.85
26928,27032,0.85
9321,10436,0.85
9321,16782,0.85
10436,16782,0.85
5921,7103,0.85
4797,15259,0.85
4797,26751,0.85
5574,7963,0.85
15259,26751,0.85
12865,14574,0.85
12865,17922,0.85
14574,17922,0.85
6470,15971,0.85
6137,33057,0.85
6540,29541,0.85
248,8568,0.85
248,10285,0.85
248,16759,0.85
8568,10285,0.85
8568,16759,0.85
10285,16759,0.85
1122,27416,0.85
15653,20667,0.85
15653,24088,0.85
15653,28027,0.85
20667,24088,0.85
20667,28027,0.85
24088,28027,0.85
20932,21825,0.85
20932,27245,0.85
21825,27245,0.85
3807,32575,0.85
4902,11811,0.85
4902,22448,0.85
11811,22448,0.85
21961,24311,0.85
21961,27660,0.85
24311,27660,0.85
3432,3641,0.85
3432,15854,0.85
3432,33244,0.85
3641,15854,0.85
3641,33244,0.85
15854,33244,0.85
9115,16948,0.85
9115,30125,0.85
16948,30125,0.85
25507,26954,0.85
25507,28132,0.85
26954,28132,0.85
19408,29117,0.85
1111,1219,0.85
1111,12823,0.85
1219,12823,0.85
3036,9349,0.85
3036,21040,0.85
9349,21040,0.85
8468,15935,0.85
9591,10655,0.85
223,26827,0.85
223,28584,0.85
26827,28584,0.85
23883,24300,0.85
23883,32864,0.85
24300,32864,0.85
260,8270,0.85
260,10095,0.85
8270,10095,0.85
2484,9259,0.85
998,32200,0.85
6615,10299,0.85
6615,23227,0.85
10299,23227,0.85
21468,29182,0.85
21468,31192,0.85
21976,26051,0.85
21976,27240,0.85
26051,27240,0.85
29182,31192,0.85
11842,23985,0.85
9288,16682,0.85
7058,13062,0.85
1059,33323,0.85
5589,12102,0.85
5589,17211,0.85
10586,31780,0.85
12102,17211,0.85
17705,17866,0.85
13431,20930,0.85
13431,30211,0.85
20930,30211,0.85
9211,13285,0.85
9488,24780,0.85
9742,20628,0.85
9742,24625,0.85
20628,24625,0.85
12902,16590,0.85
12902,24442,0.85
16590,24442,0.85
283,26905,0.85
25443,28009,0.85
7862,18847,0.85
7862,26098,0.85
18847,26098,0.85
10762,15497,0.85
20892,25225,0.85
20892,29825,0.85
25225,29825,0.85
1748,5726,0.85
1748,16473,0.85
4589,15833,0.85
4589,16932,0.85
4589,26516,0.85
5726,16473,0.85
15833,16932,0.85
15833,26516,0.85
16932,26516,0.85
3186,5527,0.85
3186,7042,0.85
5527,7042,0.85
5160,26444,0.85
1913,3339,0.85
1913,15651,0.85
3339,15651,0.85
22975,25987,0.85
22975,26851,0.85
25987,26851,0.85
8309,12429,0.85
8309,16397,0.85
8309,30545,0.85
12429,16397,0.85
12429,30545,0.85
16397,30545,0.85
27777,28099,0.85
26717,29263,0.85
26717,30863,0.85
29263,30863,0.85
6076,6730,0.85
6076,13250,0.85
6730,13250,0.85
7329,17360,0.85
7329,22032,0.85
17360,22032,0.85
5382,8904,0.85
5382,20100,0.85
8812,21227,0.85
8904,20100,0.85
10232,21553,0.85
10232,31777,0.85
21553,31777,0.85
9847,10241,0.85
9847,10487,0.85
10241,10487,0.85
3994,17147,0.85
3994,32984,0.85
17147,32984,0.85
2026,6852,0.85
2026,11364,0.85
6852,11364,0.85
1224,7740,0.85
9631,14739,0.85
9631,22296,0.85
9631,22997,0.85
14739,22296,0.85
14739,22997,0.85
22296,22997,0.85
5983,7418,0.85
5983,18279,0.85
5983,31037,0.85
7418,18279,0.85
7418,31037,0.85
8387,13133,0.85
8387,26680,0.85
13133,26680,0.85
18279,31037,0.85
17528,33058,0.85
17361,24919,0.85
26177,28824,0.85
7123,9564,0.85
7123,9764,0.85
9564,9764,0.85
9007,9129,0.85
9007,19085,0.85
9129,19085,0.85
10070,24637,0.85
10070,27225,0.85
24637,27225,0.85
2429,7293,0.85
2429,30352,0.85
7293,30352,0.85
1165,1272,0.85
1165,11249,0.85
1165,26640,0.85
1272,11249,0.85
1272,26640,0.85
11249,26640,0.85
16345,29199,0.85
14586,29419,0.85
14586,33173,0.85
29419,33173,0.85
2094,3709,0.85
2094,12848,0.85
3709,12848,0.85
8541,9484,0.85
21862,22265,0.85
21862,25410,0.85
22265,25410,0.85
12028,24020,0.85
12028,30647,0.85
24020,30647,0.85
1679,11336,0.85
1679,33255,0.85
11336,33255,0.85
19573,25165,0.85
19573,26849,0.85
25165,26849,0.85
9849,24062,0.85
14237,26822,0.85
24741,25967,0.85
4910,10515,0.85
3209,4924,0.85
3209,7669,0.85
4924,7669,0.85
16855,17550,0.85
16855,28112,0.85
17550,28112,0.85
16974,32137,0.85
4038,11995,0.85
4038,14927,0.85
11995,14927,0.85
12326,17661,0.85
679,4112,0.85
679,13050,0.85
4112,13050,0.85
21493,22085,0.85
21493,22383,0.85
22085,22383,0.85
23319,29663,0.85
23319,32090,0.85
29663,32090,0.85
3615,30600,0.85
21368,23277,0.85
21368,27368,0.85
23277,27368,0.85
15806,18234,0.85
15806,19056,0.85
18234,19056,0.85
12188,23296,0.85
12188,33008,0.85
23296,33008,0.85
820,10776,0.85
820,20983,0.85
2071,32165,0.85
3148,23945,0.85
4682,9511,0.85
4682,32393,0.85
7638,18427,0.85
8011,20501,0.85
9511,32393,0.85
10776,20983,0.85
24707,32024,0.85
4675,5504,0.85
4675,31804,0.85
5504,31804,0.85
3072,5440,0.85
3072,12254,0.85
5440,12254,0.85
7557,22201,0.85
7557,22607,0.85
22201,22607,0.85
18208,25994,0.85
18208,28767,0.85
25994,28767,0.85
6132,21558,0.85
6434,13479,0.85
6434,25815,0.85
6434,31310,0.85
13479,25815,0.85
13479,31310,0.85
25815,31310,0.85
8645,10317,0.85
8645,19025,0.85
10317,19025,0.85
5585,7030,0.85
3964,17557,0.85
3964,30707,0.85
17557,30707,0.85
16562,24433,0.85
2154,23804,0.85
2154,24191,0.85
23804,24191,0.85
462,6277,0.85
462,18933,0.85
462,30654,0.85
6277,18933,0.85
6277,30654,0.85
18933,30654,0.85
17287,23303,0.85
17287,26808,0.85
23303,26808,0.85
10145,23532,0.85
14791,30694,0.85
4108,16597,0.85
14796,27409,0.85
14796,31246,0.85
27409,31246,0.85
4620,20990,0.85
4620,21746,0.85
20990,21746,0.85
5637,23053,0.85
5637,29728,0.85
23053,29728,0.85
1738,8533,0.85
1738,30611,0.85
8533,30611,0.85
4185,16898,0.85
1012,9019,0.85
1012,22662,0.85
9019,22662,0.85
19628,23045,0.85
6357,14826,0.85
6357,27524,0.85
14826,27524,0.85
16075,30362,0.85
16075,32026,0.85
30362,32026,0.85
22025,24663,0.85
22025,28412,0.85
24663,28412,0.85
5459,10998,0.85
5459,17900,0.85
10998,17900,0.85
574,8005,0.85
574,30932,0.85
8005,30932,0.85
3798,4370,0.85
3798,9930,0.85
4370,9930,0.85
11357,29681,0.85
62,1807,0.85
62,19172,0.85
1807,19172,0.85
23827,30232,0.85
31834,32051,0.85
6948,23517,0.85
6948,29953,0.85
23517,29953,0.85
12003,19556,0.85
12003,29978,0.85
19556,29978,0.85
8227,9958,0.85
420,32022,0.85
16054,22231,0.85
16054,26012,0.85
22231,26012,0.85
8891,16224,0.85
8891,19265,0.85
12153,32760,0.85
16224,19265,0.85
7431,32559,0.85
20269,20912,0.85
20269,29923,0.85
20912,29923,0.85
13372,21572,0.85
13372,30013,0.85
21572,30013,0.85
26466,28424,0.85
3939,22723,0.85
3939,24297,0.85
22723,24297,0.85
3058,9827,0.85
3058,25181,0.85
9827,25181,0.85
12686,21579,0.85
5418,13509,0.85
5418,17481,0.85
13509,17481,0.85
8052,12766,0.85
8052,20403,0.85
12766,20403,0.85
18612,20285,0.85
14861,22367,0.85
17839,20316,0.85
17839,22187,0.85
20316,22187,0.85
9215,10451,0.85
9215,18111,0.85
10451,18111,0.85
17954,31293,0.85
1975,17132,0.85
10989,23468,0.85
10989,25023,0.85
23468,25023,0.85
22649,28040,0.85
4878,12689,0.85
6925,15989,0.85
1602,31826,0.85
7365,12840,0.85
7365,25332,0.85
12840,25332,0.85
12661,13725,0.85
12661,29178,0.85
13725,29178,0.85
22127,26424,0.85
611,2741,0.85
7776,27331,0.85
7776,28064,0.85
8339,14218,0.85
8339,24167,0.85
14218,24167,0.85
27331,28064,0.85
3679,3976,0.85
3679,26796,0.85
3976,26796,0.85
17234,27601,0.85
24721,26113,0.85
24721,29429,0.85
26113,29429,0.85
5288,12816,0.85
14707,27388,0.85
4916,28299,0.85
6589,25770,0.85
9180,11384,0.85
865,15477,0.85
865,31625,0.85
15477,31625,0.85
11893,18471,0.85
12598,23142,0.85
12598,25209,0.85
23142,25209,0.85
19558,31178,0.85
5547,13907,0.85
5547,18619,0.85
13907,18619,0.85
3345,13244,0.85
4391,4482,0.85
4391,30388,0.85
4482,30388,0.85
10898,15176,0.85
10898,26091,0.85
10898,30241,0.85
15176,26091,0.85
15176,30241,0.85
26091,30241,0.85
8273,19577,0.85
8273,28187,0.85
19577,28187,0.85
10946,17277,0.85
10946,17630,0.85
10946,32532,0.85
17277,17630,0.85
17277,32532,0.85
17630,32532,0.85
5985,12782,0.85
5985,18524,0.85
12782,18524,0.85
8575,28586,0.85
6552,21712,0.85
1608,4782,0.85
1608,8511,0.85
4782,8511,0.85
16965,30275,0.85
12503,21140,0.85
12503,25358,0.85
21140,25358,0.85
20575,24351,0.85
20575,27136,0.85
24351,27136,0.85
9610,29549,0.85
21696,26741,0.85
17892,22197,0.85
5621,15616,0.85
5621,20340,0.85
15616,20340,0.85
1321,16420,0.85
1321,19571,0.85
16420,19571,0.85
14924,26781,0.85
4614,5006,0.85
4614,7153,0.85
5006,7153,0.85
7511,19934,0.85
5982,18326,0.85
5982,31312,0.85
18326,31312,0.85
18089,26940,0.85
22392,31286,0.85
2977,26495,0.85
6218,32333,0.85
334,12578,0.85
334,23392,0.85
334,29874,0.85
2188,3554,0.85
2188,28829,0.85
3554,28829,0.85
8199,19478,0.85
9439,26373,0.85
12578,23392,0.85
12578,29874,0.85
16678,29630,0.85
22534,29347,0.85
22534,30793,0.85
23392,29874,0.85
29347,30793,0.85
24375,31129,0.85
219,3413,0.85
219,15396,0.85
3413,15396,0.85
17621,21209,0.85
12016,21415,0.85
12016,29357,0.85
21415,29357,0.85
19194,26015,0.85
19194,30473,0.85
26015,30473,0.85
15709,19868,0.85
16779,19603,0.85
16779,24017,0.85
19603,24017,0.85
2097,6715,0.85
2097,7907,0.85
6715,7907,0.85
3945,13564,0.85
21585,24068,0.85
10897,16657,0.85
13131,27808,0.85
1367,20551,0.85
1367,27813,0.85
20551,27813,0.85
416,487,0.85
416,18702,0.85
487,18702,0.85
632,14298,0.85
4846,30944,0.85
12347,29318,0.85
16163,23350,0.85
16790,22502,0.85
16790,33235,0.85
22502,33235,0.85
20484,22017,0.85
7938,16493,0.85
7938,30310,0.85
16493,30310,0.85
241,16798,0.85
2288,5299,0.85
2288,20877,0.85
2288,24002,0.85
5299,20877,0.85
5299,24002,0.85
20877,24002,0.85
656,32226,0.85
9140,28912,0.85
22567,25741,0.85
8001,26755,0.85
8001,27878,0.85
8406,9810,0.85
26755,27878,0.85
5210,6437,0.85
5210,14028,0.85
6437,14028,0.85
8375,22676,0.85
2570,8731,0.85
1852,21292,0.85
1852,24430,0.85
21292,24430,0.85
10778,12775,0.85
10778,19522,0.85
12775,19522,0.85
30046,31201,0.85
479,27994,0.85
479,28711,0.85
7816,20717,0.85
7816,33370,0.85
8992,18648,0.85
10116,18509,0.85
10116,20282,0.85
18509,20282,0.85
20717,33370,0.85
27994,28711,0.85
9995,25256,0.85
9995,25975,0.85
25256,25975,0.85
17440,22875,0.85
10699,12264,0.85
10699,17072,0.85
12264,17072,0.85
6114,14500,0.85
30956,31892,0.85
1084,8858,0.85
1084,32390,0.85
8858,32390,0.85
12795,13811,0.85
12795,20960,0.85
12795,21783,0.85
13811,20960,0.85
13811,21783,0.85
20960,21783,0.85
18834,27477,0.85
18834,28640,0.85
27477,28640,0.85
4840,13409,0.85
4840,31524,0.85
13409,31524,0.85
18502,25686,0.85
1288,6341,0.85
1288,6605,0.85
4379,6659,0.85
4379,8367,0.85
4379,29526,0.85
5448,28003,0.85
5448,29331,0.85
6341,6605,0.85
6659,8367,0.85
6659,29526,0.85
8367,29526,0.85
15875,19264,0.85
28003,29331,0.85
7804,14369,0.85
5009,21949,0.85
19688,24471,0.85
3215,4339,0.85
3215,4428,0.85
3215,26632,0.85
4339,4428,0.85
4339,26632,0.85
4428,26632,0.85
12927,17666,0.85
14288,20438,0.85
14375,28199,0.85
24188,28079,0.85
246,8002,0.85
246,30465,0.85
8002,30465,0.85
15110,23191,0.85
550,23190,0.85
1028,16078,0.85
1028,32092,0.85
6519,22036,0.85
6519,31097,0.85
6530,9982,0.85
6530,29234,0.85
9982,29234,0.85
16078,32092,0.85
18981,25319,0.85
22036,31097,0.85
505,4188,0.85
505,28283,0.85
4188,28283,0.85
1888,8659,0.85
1888,8794,0.85
8659,8794,0.85
12857,21663,0.85
12857,26312,0.85
12857,30192,0.85
21663,26312,0.85
21663,30192,0.85
26312,30192,0.85
2929,8578,0.85
8067,28104,0.85
22685,24510,0.85
22685,30325,0.85
24510,30325,0.85
2959,5297,0.85
2959,29829,0.85
5297,29829,0.85
167,16743,0.85
4795,14497,0.85
4795,30493,0.85
14497,30493,0.85
5123,10179,0.85
9134,26884,0.85
3152,31267,0.85
4951,22283,0.85
4951,28947,0.85
22283,28947,0.85
2395,8929,0.85
2395,18640,0.85
8929,18640,0.85
30550,31929,0.85
30550,32084,0.85
31929,32084,0.85
4702,7784,0.85
4702,9933,0.85
7784,9933,0.85
1480,17880,0.85
4837,26162,0.85
722,1080,0.85
722,4344,0.85
722,32595,0.85
1080,4344,0.85
1080,32595,0.85
4344,32595,0.85
14889,25870,0.85
1606,7752,0.85
1853,5458,0.85
1853,23061,0.85
5458,23061,0.85
3865,4650,0.85
3865,19379,0.85
4650,19379,0.85
17297,23921,0.85
16299,19276,0.85
4977,8034,0.85
4977,22216,0.85
8034,22216,0.85
4256,29072,0.85
1940,5277,0.85
19704,31169,0.85
1664,11832,0.85
1664,16551,0.85
11832,16551,0.85
18249,32182,0.85
18854,22171,0.85
4248,5154,0.85
4248,13753,0.85
5154,13753,0.85
1196,8257,0.85
1196,22964,0.85
8257,22964,0.85
24712,26209,0.85
24712,27870,0.85
26209,27870,0.85
43,17019,0.85
43,32045,0.85
17019,32045,0.85
6837,27849,0.85
6837,31508,0.85
27849,31508,0.85
7097,21566,0.85
20952,30929,0.85
22,22603,0.85
22435,22853,0.85
22435,31792,0.85
22853,31792,0.85
12696,19356,0.85
4306,19905,0.85
4306,32334,0.85
8057,13101,0.85
8057,13628,0.85
13101,13628,0.85
19905,32334,0.85
24334,28341,0.85
6621,7946,0.85
7829,25693,0.85
7829,29395,0.85
17713,32058,0.85
25693,29395,0.85
6408,33308,0.85
5042,17410,0.85
5042,18210,0.85
17410,18210,0.85
7409,8412,0.85
7409,26596,0.85
8412,26596,0.85
9051,15763,0.85
11342,27611,0.85
11342,29252,0.85
15568,16191,0.85
15568,26204,0.85
15568,29384,0.85
16191,26204,0.85
16191,29384,0.85
26204,29384,0.85
27611,29252,0.85
6671,21584,0.85
6671,31481,0.85
21584,31481,0.85
877,6922,0.85
68,32554,0.85
9013,25382,0.85
3156,13871,0.85
6554,9642,0.85
20194,31793,0.85
5575,25913,0.85
10410,20233,0.85
16201,32036,0.85
17351,23548,0.85
17351,28080,0.85
23548,28080,0.85
6658,10087,0.85
6658,18363,0.85
10087,18363,0.85
10742,14742,0.85
525,10118,0.85
525,27577,0.85
10118,27577,0.85
2453,26855,0.85
14843,24025,0.85
16427,20073,0.85
16373,27283,0.85
15816,17430,0.85
15816,32052,0.85
17430,32052,0.85
14150,19229,0.85
14150,20326,0.85
19229,20326,0.85
1343,2179,0.85
1343,31927,0.85
2179,31927,0.85
691,4242,0.85
1477,20265,0.85
5505,28222,0.85
5505,32801,0.85
23302,24287,0.85
28222,32801,0.85
13126,26264,0.85
19251,21079,0.85
19251,23696,0.85
21079,23696,0.85
1107,19884,0.85
20230,29730,0.85
30584,33239,0.85
21708,23099,0.85
21708,24079,0.85
23099,24079,0.85
8039,29091,0.85
8039,29890,0.85
29091,29890,0.85
6536,15303,0.85
6536,31296,0.85
15303,31296,0.85
407,12395,0.85
407,30057,0.85
597,4409,0.85
1909,16863,0.85
1909,23058,0.85
12395,30057,0.85
16863,23058,0.85
11091,22715,0.85
11091,27680,0.85
22715,27680,0.85
13622,19388,0.85
13622,32844,0.85
19388,32844,0.85
4330,12579,0.85
22756,24715,0.85
22756,29737,0.85
24715,29737,0.85
2328,6401,0.85
2328,13633,0.85
6401,13633,0.85
24412,25942,0.85
20292,27606,0.85
24336,26088,0.85
8973,17780,0.85
6048,11844,0.85
715,18991,0.85
715,25535,0.85
18991,25535,0.85
3082,10230,0.85
3082,16361,0.85
10230,16361,0.85
18193,20250,0.85
2884,7326,0.85
6494,6995,0.85
6494,16452,0.85
6995,16452,0.85
9674,23817,0.85
9674,25904,0.85
23817,25904,0.85
3660,27945,0.85
12109,26022,0.85
6471,14526,0.85
6471,31694,0.85
14526,31694,0.85
2562,18132,0.85
22086,32775,0.85
1342,7388,0.85
1342,12731,0.85
7388,12731,0.85
11650,28000,0.85
12484,14661,0.85
12484,22092,0.85
14661,22092,0.85
1344,27342,0.85
23622,26804,0.85
6032,12059,0.85
6032,29741,0.85
12059,29741,0.85
11973,23916,0.85
11973,26004,0.85
23916,26004,0.85
19586,27682,0.85
19586,31948,0.85
27682,31948,0.85
312,19198,0.85
312,31889,0.85
19198,31889,0.85
14169,25019,0.85
14169,27098,0.85
25019,27098,0.85
4796,7723,0.85
4796,8176,0.85
7723,8176,0.85
9186,13246,0.85
9186,31247,0.85
13246,31247,0.85
21631,23394,0.85
11485,28494,0.85
2502,3655,0.85
2502,4226,0.85
2502,27753,0.85
3655,4226,0.85
3655,27753,0.85
4226,27753,0.85
8724,29567,0.85
12891,31576,0.85
17471,21432,0.85
17471,30492,0.85
21432,30492,0.85
12926,13020,0.85
12926,27412,0.85
13020,27412,0.85
8658,26224,0.85
6758,21882,0.85
6758,29444,0.85
21882,29444,0.85
11843,29483,0.85
2605,24959,0.85
9540,12935,0.85
9540,32924,0.85
12935,32924,0.85
17371,19537,0.85
15823,15950,0.85
10275,21500,0.85
10275,32308,0.85
17474,22842,0.85
21500,32308,0.85
5811,29337,0.85
17089,20384,0.85
3757,17310,0.85
10330,17240,0.85
14496,20082,0.85
14496,31369,0.85
15947,24328,0.85
15947,33393,0.85
15947,33424,0.85
20082,31369,0.85
24328,33393,0.85
24328,33424,0.85
33393,33424,0.85
871,3998,0.85
871,25314,0.85
3998,25314,0.85
5653,23232,0.85
10044,13226,0.85
20492,24227,0.85
26865,28914,0.85
30766,32277,0.85
30766,32520,0.85
32277,32520,0.85
716,22858,0.85
4855,10729,0.85
4855,14904,0.85
5307,13647,0.85
5307,18956,0.85
10729,14904,0.85
13647,18956,0.85
4942,12923,0.85
4942,23706,0.85
12923,23706,0.85
3652,15457,0.85
5552,13605,0.85
5552,24198,0.85
13605,24198,0.85
12011,25052,0.85
12011,28766,0.85
25052,28766,0.85
516,4661,0.85
516,21956,0.85
4661,21956,0.85
16222,17646,0.85
3997,13324,0.85
3997,32866,0.85
13324,32866,0.85
8093,19382,0.85
8093,20279,0.85
8093,23729,0.85
19382,20279,0.85
19382,23729,0.85
20279,23729,0.85
5729,24717,0.85
5729,29038,0.85
24717,29038,0.85
10043,31836,0.85
2934,25056,0.85
2934,31216,0.85
25056,31216,0.85
15987,18671,0.85
13486,15601,0.85
13486,15804,0.85
15601,15804,0.85
4850,13624,0.85
19479,30936,0.85
2568,19355,0.85
13663,23782,0.85
7915,8400,0.85
7915,8557,0.85
7915,16132,0.85
8400,8557,0.85
8400,16132,0.85
8557,16132,0.85
14662,19750,0.85
5887,18615,0.85
5887,27650,0.85
18615,27650,0.85
9964,14281,0.85
9964,20772,0.85
14281,20772,0.85
25860,28730,0.85
7762,15262,0.85
7762,22812,0.85
15262,22812,0.85
7020,29487,0.85
7020,30736,0.85
29487,30736,0.85
13425,24103,0.85
740,12258,0.85
6320,21488,0.85
7318,10971,0.85
1237,3718,0.85
1237,7696,0.85
3718,7696,0.85
11041,19336,0.85
2066,6375,0.85
2066,10579,0.85
2066,22186,0.85
6375,10579,0.85
6375,22186,0.85
10579,22186,0.85
4302,4601,0.85
4302,6224,0.85
4302,15770,0.85
4601,6224,0.85
4601,15770,0.85
6224,15770,0.85
7645,23418,0.85
8741,17968,0.85
203,16676,0.85
203,20605,0.85
16676,20605,0.85
10357,13434,0.85
10357,26570,0.85
13434,26570,0.85
8454,12212,0.85
8454,30806,0.85
12212,30806,0.85
28744,30836,0.85
9014,20267,0.85
9014,21912,0.85
9014,33269,0.85
20267,21912,0.85
20267,33269,0.85
21912,33269,0.85
14650,20722,0.85
10310,20339,0.85
10310,31051,0.85
20339,31051,0.85
2657,11619,0.85
2657,13666,0.85
11619,13666,0.85
7335,10035,0.85
7335,19447,0.85
10035,19447,0.85
12507,20949,0.85
14309,15858,0.85
1214,8282,0.85
361,507,0.85
361,29715,0.85
361,33025,0.85
507,29715,0.85
507,33025,0.85
29715,33025,0.85
22324,33241,0.85
3946,31177,0.85
23102,29709,0.85
7443,13110,0.85
7443,32680,0.85
10879,12704,0.85
13110,32680,0.85
21240,28475,0.85
8793,14044,0.85
8793,20715,0.85
14044,20715,0.85
6853,12114,0.85
6853,21713,0.85
10031,18076,0.85
12114,21713,0.85
14061,30908,0.85
11880,22873,0.85
4774,6294,0.85
4774,15462,0.85
6294,15462,0.85
8302,18236,0.85
8302,25998,0.85
18236,25998,0.85
833,5801,0.85
833,29128,0.85
5801,29128,0.85
20793,32845,0.85
5217,13467,0.85
5217,22979,0.85
13467,22979,0.85
856,8532,0.85
856,24410,0.85
8532,24410,0.85
22625,29830,0.85
2936,4550,0.85
4591,7026,0.85
2196,6934,0.85
9945,18029,0.85
27792,29367,0.85
7299,16908,0.85
7299,24201,0.85
16908,24201,0.85
28880,29780,0.85
21693,28309,0.85
21693,28759,0.85
28309,28759,0.85
24506,24812,0.85
5830,28186,0.85
10633,12043,0.85
10633,20469,0.85
12043,20469,0.85
6674,24243,0.85
6674,24979,0.85
24243,24979,0.85
12849,14046,0.85
16885,30144,0.85
9373,20773,0.85
13863,26685,0.85
13863,28328,0.85
26685,28328,0.85
9315,21580,0.85
9315,22487,0.85
21580,22487,0.85
12548,30406,0.85
12548,33179,0.85
30406,33179,0.85
8118,10542,0.85
8118,14083,0.85
10542,14083,0.85
155,25647,0.85
5194,6107,0.85
5194,14631,0.85
5953,9851,0.85
5953,19004,0.85
5953,30916,0.85
6107,14631,0.85
6668,7117,0.85
6668,29184,0.85
7117,29184,0.85
9851,19004,0.85
9851,30916,0.85
10196,14478,0.85
10196,29891,0.85
10196,30418,0.85
14478,29891,0.85
14478,30418,0.85
14629,30295,0.85
19004,30916,0.85
29891,30418,0.85
8024,12565,0.85
8024,16456,0.85
12565,16456,0.85
6306,12252,0.85
6306,28809,0.85
12252,28809,0.85
17617,20476,0.85
17617,22501,0.85
17617,31019,0.85
20476,22501,0.85
20476,31019,0.85
22501,31019,0.85
1755,10880,0.85
1755,27356,0.85
10880,27356,0.85
18225,23011,0.85
8466,25218,0.85
8700,9855,0.85
8700,10616,0.85
9855,10616,0.85
1762,5857,0.85
1762,33266,0.85
5857,33266,0.85
5674,14051,0.85
7019,25297,0.85
7019,29449,0.85
25297,29449,0.85
8571,14519,0.85
8571,24039,0.85
14519,24039,0.85
10818,20508,0.85
16162,26393,0.85
13705,30043,0.85
2211,13990,0.85
2211,22379,0.85
13990,22379,0.85
23563,30315,0.85
23563,32472,0.85
30315,32472,0.85
11657,21038,0.85
23441,23470,0.85
23441,30724,0.85
23470,30724,0.85
11804,30321,0.85
15054,27533,0.85
15054,29676,0.85
27533,29676,0.85
24184,30765,0.85
24184,31630,0.85
30765,31630,0.85
811,16134,0.85
811,28960,0.85
16134,28960,0.85
8462,20427,0.85
4334,6064,0.85
14352,17167,0.85
1371,1450,0.85
5567,18641,0.85
5567,26635,0.85
18641,26635,0.85
2456,27747,0.85
4336,18112,0.85
4336,31002,0.85
18112,31002,0.85
4002,5046,0.85
4002,15401,0.85
4002,22475,0.85
5046,15401,0.85
5046,22475,0.85
15401,22475,0.85
19390,26397,0.85
2323,5113,0.85
19914,21624,0.85
19914,25594,0.85
21624,25594,0.85
3472,15794,0.85
3472,22094,0.85
15794,22094,0.85
12122,21260,0.85
18025,29285,0.85
2536,17543,0.85
2536,29947,0.85
13876,25106,0.85
17543,29947,0.85
24055,28056,0.85
16674,20070,0.85
14810,16208,0.85
14810,16428,0.85
16208,16428,0.85
10982,12798,0.85
10982,23439,0.85
12798,23439,0.85
304,33182,0.85
10697,17677,0.85
10697,18484,0.85
10697,21137,0.85
17677,18484,0.85
17677,21137,0.85
18484,21137,0.85
18082,19548,0.85
1260,3948,0.85
1260,30714,0.85
3948,30714,0.85
11402,14817,0.85
11402,24222,0.85
11402,30255,0.85
14817,24222,0.85
14817,30255,0.85
24222,30255,0.85
2332,6138,0.85
12434,32266,0.85
12434,32927,0.85
32266,32927,0.85
14808,16497,0.85
14808,21556,0.85
16497,21556,0.85
2843,20364,0.85
17164,26141,0.85
17164,33347,0.85
26141,33347,0.85
18404,27858,0.85
1544,19271,0.85
1544,21793,0.85
19271,21793,0.85
725,3764,0.85
725,24482,0.85
725,32714,0.85
3764,24482,0.85
3764,32714,0.85
24482,32714,0.85
3205,12862,0.85
3595,21182,0.85
3773,13660,0.85
3773,33102,0.85
6985,23245,0.85
13660,33102,0.85
16211,23024,0.85
16211,28621,0.85
16211,31609,0.85
21073,22185,0.85
23024,28621,0.85
23024,31609,0.85
28621,31609,0.85
14437,30036,0.85
10810,31997,0.85
17386,24671,0.85
4497,6067,0.85
4497,11556,0.85
6067,11556,0.85
1806,29191,0.85
4728,10941,0.85
4728,17777,0.85
10941,17777,0.85
8351,11161,0.85
25915,30051,0.85
4537,13679,0.85
7598,15699,0.85
8188,23484,0.85
9643,12674,0.85
9643,18262,0.85
12674,18262,0.85
13154,22555,0.85
13066,24512,0.85
13066,24922,0.85
24512,24922,0.85
13161,22099,0.85
8405,9482,0.85
8405,14509,0.85
9482,14509,0.85
11286,13992,0.85
19850,33205,0.85
5514,6739,0.85
9279,25480,0.85
9279,31162,0.85
12846,14230,0.85
12846,30669,0.85
14230,30669,0.85
25480,31162,0.85
10852,32705,0.85
10997,28033,0.85
13697,16944,0.85
13697,25335,0.85
16944,25335,0.85
10092,28771,0.85
21342,22420,0.85
21342,25013,0.85
22420,25013,0.85
20532,25988,0.85
9895,23430,0.85
9895,28174,0.85
23430,28174,0.85
11157,19237,0.85
11157,28567,0.85
19237,28567,0.85
9105,13695,0.85
2762,11108,0.85
2762,29685,0.85
11108,29685,0.85
10144,14617,0.85
10144,17033,0.85
14617,17033,0.85
12142,12323,0.85
135,1746,0.85
135,10427,0.85
135,26932,0.85
561,22214,0.85
790,5532,0.85
790,17127,0.85
1746,10427,0.85
1746,26932,0.85
3624,3887,0.85
5532,17127,0.85
6845,24422,0.85
7496,27766,0.85
7496,31447,0.85
7571,24384,0.85
7721,8808,0.85
7721,14345,0.85
8808,14345,0.85
10427,26932,0.85
10993,13773,0.85
10993,19171,0.85
10993,25063,0.85
12345,29014,0.85
12345,30868,0.85
12858,32769,0.85
13773,19171,0.85
13773,25063,0.85
19171,25063,0.85
21834,22040,0.85
27766,31447,0.85
29014,30868,0.85
13327,30160,0.85
13327,31595,0.85
30160,31595,0.85
261,27439,0.85
20917,23691,0.85
20917,25580,0.85
23691,25580,0.85
17799,22820,0.85
17799,27398,0.85
22820,27398,0.85
9602,12990,0.85
9602,15751,0.85
